frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
9944.14,-6.68,-6.68,2.18,2.18,-2.16,-2.23,-8.84,0.02,0.00
10043.58,-6.53,-6.53,2.39,2.39,-2.33,-2.38,-8.86,0.06,0.00
10144.02,-6.08,-6.08,2.51,2.51,-2.48,-2.53,-8.56,0.02,0.00
10245.46,-5.34,-5.34,2.63,2.63,-2.63,-2.67,-7.97,-0.00,0.00
10347.91,-4.29,-4.29,2.75,2.75,-2.76,-2.81,-7.05,-0.01,0.00
10451.39,-3.00,-3.00,2.86,2.86,-2.88,-2.94,-5.88,-0.02,0.00
10555.91,-1.51,-1.51,2.98,2.98,-3.00,-3.08,-4.51,-0.01,0.00
10661.46,0.12,0.12,3.10,3.10,-3.11,-3.21,-2.99,-0.01,0.00
10768.08,1.78,1.78,3.22,3.22,-3.22,-3.34,-1.44,-0.00,0.00
10875.76,3.38,3.38,3.34,3.34,-3.34,-3.47,0.04,-0.00,0.00
10984.52,4.85,4.85,3.47,3.47,-3.47,-3.59,1.39,-0.00,0.00
11094.36,6.11,6.11,3.59,3.59,-3.59,-3.72,2.52,-0.00,0.00
11205.31,7.15,7.15,3.71,3.71,-3.71,-3.84,3.44,-0.00,0.00
11317.36,7.95,7.95,3.83,3.83,-3.83,-3.97,4.11,-0.00,0.00
11430.53,8.54,8.54,3.96,3.96,-3.96,-4.09,4.58,-0.00,0.00
11544.84,8.91,8.91,4.08,4.08,-4.08,-4.21,4.83,-0.00,0.00
11660.29,9.10,9.10,4.21,4.21,-4.21,-4.33,4.89,-0.00,0.00
11776.89,9.16,9.16,4.33,4.33,-4.33,-4.45,4.83,-0.00,0.00
11894.66,9.12,9.12,4.46,4.46,-4.46,-4.57,4.66,-0.00,0.00
12013.60,9.02,9.02,4.59,4.59,-4.59,-4.70,4.43,-0.00,0.00
12133.74,8.88,8.88,4.71,4.71,-4.71,-4.82,4.16,-0.00,0.00
12255.08,8.73,8.73,4.84,4.84,-4.84,-4.94,3.89,0.00,0.00
12377.63,8.57,8.57,4.97,4.97,-4.97,-5.06,3.60,0.00,0.00
12501.41,8.40,8.40,5.10,5.10,-5.10,-5.18,3.31,0.00,0.00
12626.42,8.23,8.23,5.23,5.23,-5.23,-5.30,3.00,0.00,0.00
12752.68,8.05,8.05,5.36,5.36,-5.36,-5.42,2.69,0.00,0.00
12880.21,7.89,7.89,5.49,5.49,-5.49,-5.55,2.40,0.00,0.00
13009.01,7.75,7.75,5.62,5.62,-5.62,-5.67,2.13,0.00,0.00
13139.10,7.66,7.66,5.75,5.75,-5.75,-5.80,1.91,0.00,0.00
13270.49,7.65,7.65,5.88,5.88,-5.88,-5.92,1.77,0.00,0.00
13403.20,7.78,7.78,6.02,6.02,-6.02,-6.05,1.76,0.00,0.00
13537.23,8.06,8.06,6.15,6.15,-6.15,-6.18,1.90,0.00,0.00
13672.60,8.47,8.47,6.29,6.29,-6.29,-6.30,2.19,0.00,0.00
13809.33,9.00,9.00,6.42,6.42,-6.42,-6.44,2.58,0.00,0.00
13947.42,9.59,9.59,6.56,6.56,-6.56,-6.57,3.04,0.00,0.00
14086.90,10.22,10.22,6.69,6.69,-6.69,-6.70,3.53,0.00,0.00
14227.77,10.81,10.81,6.83,6.83,-6.83,-6.83,3.98,0.00,0.00
14370.04,11.31,11.31,6.97,6.97,-6.97,-6.97,4.34,0.00,0.00
14513.74,11.69,11.69,7.10,7.10,-7.10,-7.11,4.59,-0.00,0.00
14658.88,11.96,11.96,7.24,7.24,-7.24,-7.25,4.72,-0.00,0.00
14805.47,12.11,12.11,7.38,7.38,-7.38,-7.39,4.73,-0.00,0.00
14953.52,12.12,12.12,7.52,7.52,-7.52,-7.53,4.60,-0.00,0.00
15103.06,12.00,12.00,7.66,7.66,-7.66,-7.67,4.33,-0.00,0.00
15254.09,11.85,11.85,7.80,7.80,-7.80,-7.82,4.05,-0.00,0.00
15406.63,11.68,11.68,7.94,7.94,-7.94,-7.97,3.74,-0.00,0.00
15560.70,11.50,11.50,8.09,8.09,-8.09,-8.12,3.41,0.00,0.00
15716.30,11.33,11.33,8.23,8.23,-8.23,-8.27,3.10,0.00,0.00
15873.47,11.13,11.13,8.37,8.37,-8.37,-8.42,2.76,0.00,0.00
16032.20,10.91,10.91,8.51,8.51,-8.51,-8.57,2.40,0.00,0.00
16192.52,10.66,10.66,8.66,8.66,-8.66,-8.73,2.00,0.00,0.00
16354.45,10.42,10.42,8.80,8.80,-8.80,-8.88,1.62,0.00,0.00
16517.99,10.22,10.22,8.95,8.95,-8.95,-9.04,1.27,0.00,0.00
16683.17,10.07,10.07,9.10,9.10,-9.10,-9.20,0.98,0.00,0.00
16850.01,9.95,9.95,9.24,9.24,-9.24,-9.36,0.71,0.00,0.00
17018.51,9.87,9.87,9.39,9.39,-9.39,-9.51,0.48,0.00,0.00
17188.69,9.82,9.82,9.54,9.54,-9.54,-9.67,0.29,0.00,0.00
17360.58,9.74,9.74,9.68,9.68,-9.68,-9.83,0.05,0.00,0.00
17534.18,9.61,9.61,9.83,9.83,-9.83,-9.99,-0.22,0.00,0.00
17709.53,9.38,9.38,9.98,9.98,-9.98,-10.14,-0.60,0.00,0.00
17886.62,9.06,9.06,10.13,10.13,-10.13,-10.29,-1.07,0.00,0.00
18065.49,8.67,8.67,10.28,10.28,-10.28,-10.43,-1.61,0.00,0.00
18246.14,8.28,8.28,10.44,10.44,-10.44,-10.58,-2.16,-0.00,0.00
18428.60,7.89,7.89,10.59,10.59,-10.59,-10.71,-2.69,-0.00,0.00
18612.89,7.55,7.55,10.74,10.74,-10.74,-10.83,-3.19,0.00,0.00
18799.02,7.22,7.22,10.89,10.89,-10.89,-10.94,-3.67,0.00,0.00
18987.01,6.90,6.90,11.05,11.05,-11.05,-11.04,-4.14,0.00,0.00
19176.88,6.50,6.50,11.20,11.20,-11.20,-11.12,-4.70,0.00,0.00
19368.65,6.07,6.07,11.36,11.36,-11.36,-11.18,-5.29,0.00,0.00
19562.33,5.60,5.60,11.51,11.51,-11.51,-11.22,-5.91,0.00,0.00
19757.96,5.10,5.10,11.67,11.67,-11.67,-11.23,-6.56,-0.00,0.00
19955.54,4.57,4.57,11.82,11.82,-11.82,-11.20,-7.25,-0.00,0.00
