frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
10451.39,-15.23,-15.23,-10.61,-10.61,10.62,10.57,-4.61,0.00,0.00
10555.91,-14.49,-14.49,-10.70,-10.70,10.70,10.61,-3.78,0.00,0.00
10661.46,-13.54,-13.54,-10.78,-10.78,10.78,10.66,-2.75,0.00,0.00
10768.08,-12.51,-12.51,-10.87,-10.87,10.87,10.71,-1.64,-0.00,0.00
10875.76,-11.48,-11.48,-10.95,-10.95,10.95,10.76,-0.53,-0.00,0.00
10984.52,-10.57,-10.57,-11.04,-11.04,11.04,10.82,0.47,-0.00,0.00
11094.36,-9.87,-9.87,-11.12,-11.12,11.12,10.88,1.25,-0.00,0.00
11205.31,-9.43,-9.43,-11.21,-11.21,11.21,10.95,1.78,-0.00,0.00
11317.36,-9.27,-9.27,-11.30,-11.30,11.30,11.01,2.02,-0.00,0.00
11430.53,-9.39,-9.39,-11.38,-11.38,11.38,11.08,1.99,-0.00,0.00
11544.84,-9.74,-9.74,-11.47,-11.47,11.47,11.16,1.73,0.01,0.00
11660.29,-10.22,-10.22,-11.56,-11.56,11.57,11.23,1.35,0.01,0.00
11776.89,-10.75,-10.75,-11.64,-11.64,11.66,11.31,0.91,0.02,0.00
11894.66,-11.33,-11.33,-11.73,-11.73,11.74,11.39,0.41,0.01,0.00
12013.60,-11.90,-11.90,-11.82,-11.82,11.82,11.47,-0.08,0.00,0.00
12133.74,-12.37,-12.37,-11.91,-11.91,11.88,11.55,-0.48,-0.02,0.00
12255.08,-12.60,-12.60,-11.99,-11.99,11.94,11.63,-0.67,-0.06,0.00
12377.63,-12.48,-12.48,-12.08,-12.08,11.97,11.71,-0.51,-0.11,0.00
12501.41,-12.02,-12.02,-12.17,-12.17,12.00,11.79,-0.02,-0.17,0.00
12626.42,-11.38,-11.38,-12.26,-12.26,12.01,11.87,0.63,-0.25,0.00
12752.68,-10.66,-10.66,-12.35,-12.35,12.02,11.94,1.36,-0.33,0.00
12880.21,-9.92,-9.92,-12.44,-12.44,12.01,12.01,2.10,-0.43,0.00
13009.01,-9.22,-9.22,-12.53,-12.53,12.01,12.08,2.79,-0.52,0.00
13139.10,-8.58,-8.58,-12.62,-12.62,12.00,12.14,3.42,-0.62,0.00
13270.49,-8.03,-8.03,-12.71,-12.71,12.00,12.20,3.97,-0.71,0.00
13403.20,-7.60,-7.60,-12.80,-12.80,12.00,12.25,4.40,-0.80,0.00
13537.23,-7.29,-7.29,-12.89,-12.89,12.00,12.29,4.71,-0.89,0.00
13672.60,-7.06,-7.06,-12.98,-12.98,12.00,12.33,4.94,-0.98,0.00
13809.33,-6.97,-6.97,-13.07,-13.07,12.00,12.36,5.03,-1.07,0.00
13947.42,-7.02,-7.02,-13.17,-13.17,12.00,12.37,4.98,-1.17,0.00
14086.90,-7.18,-7.18,-13.26,-13.26,12.00,12.38,4.82,-1.26,0.00
14227.77,-7.39,-7.39,-13.35,-13.35,12.00,12.38,4.61,-1.35,0.00
14370.04,-7.64,-7.64,-13.44,-13.44,12.00,12.37,4.36,-1.44,0.00
14513.74,-7.96,-7.96,-13.53,-13.53,12.00,12.35,4.04,-1.53,0.00
14658.88,-8.29,-8.29,-13.63,-13.63,12.00,12.32,3.71,-1.63,0.00
14805.47,-8.56,-8.56,-13.72,-13.72,12.00,12.29,3.44,-1.72,0.00
14953.52,-8.67,-8.67,-13.81,-13.81,12.00,12.24,3.33,-1.81,0.00
15103.06,-8.63,-8.63,-13.91,-13.91,12.00,12.20,3.37,-1.91,0.00
15254.09,-8.50,-8.50,-14.00,-14.00,12.00,12.14,3.50,-2.00,0.00
15406.63,-8.33,-8.33,-14.10,-14.10,12.00,12.09,3.67,-2.10,0.00
15560.70,-8.10,-8.10,-14.19,-14.19,12.00,12.03,3.90,-2.19,0.00
15716.30,-8.03,-8.03,-14.29,-14.29,12.00,11.97,3.97,-2.29,0.00
15873.47,-8.25,-8.25,-14.38,-14.38,12.00,11.91,3.75,-2.38,0.00
16032.20,-8.76,-8.76,-14.48,-14.48,12.00,11.86,3.24,-2.48,0.00
16192.52,-9.57,-9.57,-14.57,-14.57,12.00,11.81,2.43,-2.57,0.00
16354.45,-10.74,-10.74,-14.67,-14.67,12.00,11.76,1.26,-2.67,0.00
16517.99,-12.30,-12.30,-14.77,-14.77,12.00,11.72,-0.30,-2.77,0.00
16683.17,-14.12,-14.12,-14.86,-14.86,12.00,11.69,-2.12,-2.86,0.00
16850.01,-16.13,-16.13,-14.96,-14.96,12.00,11.68,-4.13,-2.96,0.00
17018.51,-18.35,-18.35,-15.06,-15.06,12.00,11.67,-6.35,-3.06,0.00
17188.69,-20.69,-20.69,-15.15,-15.15,12.00,11.68,-8.69,-3.15,0.00
17360.58,-22.79,-22.79,-15.25,-15.25,12.00,11.70,-10.79,-3.25,0.00
17534.18,-24.55,-24.55,-15.35,-15.35,12.00,11.73,-12.55,-3.35,0.00
17709.53,-25.90,-25.90,-15.45,-15.45,12.00,11.79,-13.90,-3.45,0.00
17886.62,-26.43,-26.43,-15.55,-15.55,12.00,11.85,-14.43,-3.55,0.00
18065.49,-26.09,-26.09,-15.64,-15.64,12.00,11.93,-14.09,-3.64,0.00
18246.14,-25.02,-25.02,-15.74,-15.74,12.00,12.02,-13.02,-3.74,0.00
18428.60,-23.37,-23.37,-15.84,-15.84,12.00,12.11,-11.37,-3.84,0.00
18612.89,-21.33,-21.33,-15.94,-15.94,12.00,12.21,-9.33,-3.94,0.00
18799.02,-19.28,-19.28,-16.04,-16.04,12.00,12.28,-7.28,-4.04,0.00
18987.01,-17.46,-17.46,-16.14,-16.14,12.00,12.33,-5.46,-4.14,0.00
19176.88,-16.18,-16.18,-16.24,-16.24,12.00,12.33,-4.18,-4.24,0.00
19368.65,-15.17,-15.17,-16.34,-16.34,12.00,12.27,-3.17,-4.34,0.00
19562.33,-14.43,-14.43,-16.44,-16.44,12.00,12.11,-2.43,-4.44,0.00
19757.96,-13.96,-13.96,-16.54,-16.54,12.00,11.83,-1.96,-4.54,0.00
19955.54,-13.77,-13.77,-16.65,-16.65,12.00,11.44,-1.77,-4.65,0.00
